method,sample_id,true_Shannon_specific,predicted_Shannon_specific,Shannon_signed_error,Shannon_absolute_error,n_shallow_repeats
XGBoost,SRS2822149,2.9201903956302875,2.727125020881897,-0.19306537474839053,0.19306537474839053,5
XGBoost,SRS2822153,3.405508472101198,3.307730080468468,-0.09777839163273025,0.09777839163273025,5
XGBoost,SRS2822168,2.4419744313290503,2.73789409827823,0.2959196669491795,0.2959196669491795,5
XGBoost,SRS2822180,2.4467500333402774,2.7021641697776095,0.25541413643733185,0.25541413643733185,5
XGBoost,SRS2822183,3.5571692560223966,3.4329473528154693,-0.1242219032069273,0.1242219032069273,5
XGBoost,SRS2822185,3.4924850436163126,3.390415029246095,-0.10207001437021797,0.10207001437021797,5
XGBoost,SRS2822218,2.6142413719020747,2.681901756901317,0.06766038499924205,0.06766038499924205,5
XGBoost,SRS2822220,3.15202772335828,2.9775573848944132,-0.17447033846386678,0.17447033846386678,5
XGBoost,SRS2822230,3.129526357812949,2.9949170601118213,-0.13460929770112778,0.13460929770112778,5
XGBoost,SRS2822236,2.758678151660981,2.647861469425282,-0.11081668223569903,0.11081668223569903,5
XGBoost,SRS2822240,2.518745363861797,2.5783100540710975,0.05956469020930042,0.05956469020930042,5
XGBoost,SRS2822243,2.9965740748605794,2.8681664180389297,-0.1284076568216494,0.1284076568216494,5
XGBoost,SRS2822253,3.323932394625328,3.2291865694322714,-0.09474582519305583,0.09474582519305583,5
XGBoost,SRS2822256,2.832763944560189,2.943358316140532,0.11059437158034298,0.11059437158034298,5
XGBoost,SRS2822262,2.832128864141114,2.7286875148556775,-0.10344134928543695,0.10344134928543695,5
XGBoost,SRS2822268,2.8038321473150463,2.7269416900649346,-0.07689045725011176,0.07689045725011176,5
XGBoost,SRS2822269,2.830398377321229,2.7522631569857694,-0.07813522033545964,0.07813522033545964,5
XGBoost,SRS2822275,2.907589981626485,2.752341510743159,-0.15524847088332622,0.15524847088332622,5
XGBoost,SRS2822279,3.2179496076709286,3.1892181788059073,-0.028731428865021336,0.04301533286275969,5
XGBoost,SRS2822280,3.311934297361879,3.2406028331952434,-0.07133146416663579,0.07133146416663579,5
XGBoost,SRS2822298,2.977861427839513,2.7841556996363233,-0.1937057282031896,0.1937057282031896,5
