sample_id,split,project_id,classification,run_count,first_run_id,calculated_total_reads,recorded_total_reads,all_runs_match_recorded,read_difference,minimum_reference_depth,eligible_reference_sample
SRS2822197,train,MGYS00002437,seawater,1,SRR6457498,61144.0,61144.0,True,0.0,10000,True
SRS2822198,train,MGYS00002437,seawater,1,SRR6457497,78687.0,78687.0,True,0.0,10000,True
SRS2822199,train,MGYS00002437,seawater,1,SRR6457496,95912.0,95912.0,True,0.0,10000,True
SRS2822200,train,MGYS00002437,seawater,1,SRR6457495,76028.0,76028.0,True,0.0,10000,True
SRS2822201,train,MGYS00002437,seawater,1,SRR6457494,108599.0,108599.0,True,0.0,10000,True
SRS2822202,train,MGYS00002437,seawater,1,SRR6457493,111388.0,111388.0,True,0.0,10000,True
SRS2822203,train,MGYS00002437,seawater,1,SRR6457492,116027.0,116027.0,True,0.0,10000,True
SRS2822204,train,MGYS00002437,seawater,1,SRR6457491,72427.0,72427.0,True,0.0,10000,True
SRS2822205,train,MGYS00002437,seawater,1,SRR6457490,108166.0,108166.0,True,0.0,10000,True
SRS2822206,train,MGYS00002437,seawater,1,SRR6457489,239412.0,239412.0,True,0.0,10000,True
SRS2822207,train,MGYS00002437,seawater,1,SRR6457488,107428.0,107428.0,True,0.0,10000,True
SRS2822208,train,MGYS00002437,seawater,1,SRR6457487,98082.0,98082.0,True,0.0,10000,True
SRS2822209,train,MGYS00002437,seawater,1,SRR6457486,86348.0,86348.0,True,0.0,10000,True
SRS2822210,train,MGYS00002437,seawater,1,SRR6457485,79426.0,79426.0,True,0.0,10000,True
SRS2822213,train,MGYS00002437,seawater,1,SRR6457481,75073.0,75073.0,True,0.0,10000,True
SRS2822214,train,MGYS00002437,seawater,1,SRR6457482,79907.0,79907.0,True,0.0,10000,True
SRS2822215,train,MGYS00002437,seawater,1,SRR6457479,80693.0,80693.0,True,0.0,10000,True
SRS2822216,train,MGYS00002437,seawater,1,SRR6457480,63740.0,63740.0,True,0.0,10000,True
SRS2822217,train,MGYS00002437,seawater,1,SRR6457478,79158.0,79158.0,True,0.0,10000,True
SRS2822219,train,MGYS00002437,seawater,1,SRR6457476,68139.0,68139.0,True,0.0,10000,True
SRS2822221,train,MGYS00002437,seawater,1,SRR6457474,63126.0,63126.0,True,0.0,10000,True
SRS2822223,train,MGYS00002437,seawater,1,SRR6457472,44608.0,44608.0,True,0.0,10000,True
SRS2822226,train,MGYS00002437,seawater,1,SRR6457469,35519.0,35519.0,True,0.0,10000,True
SRS2822227,train,MGYS00002437,seawater,1,SRR6457466,86409.0,86409.0,True,0.0,10000,True
SRS2822228,train,MGYS00002437,seawater,1,SRR6457467,47933.0,47933.0,True,0.0,10000,True
SRS2822229,train,MGYS00002437,seawater,1,SRR6457468,53815.0,53815.0,True,0.0,10000,True
SRS2822234,train,MGYS00002437,seawater,1,SRR6457461,40289.0,40289.0,True,0.0,10000,True
SRS2822235,train,MGYS00002437,seawater,1,SRR6457460,64763.0,64763.0,True,0.0,10000,True
SRS2822237,train,MGYS00002437,seawater,1,SRR6457457,57667.0,57667.0,True,0.0,10000,True
SRS2822238,train,MGYS00002437,seawater,1,SRR6457458,70703.0,70703.0,True,0.0,10000,True
SRS2822239,train,MGYS00002437,seawater,1,SRR6457456,65576.0,65576.0,True,0.0,10000,True
SRS2822241,train,MGYS00002437,seawater,1,SRR6457454,87203.0,87203.0,True,0.0,10000,True
SRS2822242,train,MGYS00002437,seawater,1,SRR6457453,58422.0,58422.0,True,0.0,10000,True
SRS2822245,train,MGYS00002437,seawater,1,SRR6457448,95056.0,95056.0,True,0.0,10000,True
SRS2822246,train,MGYS00002437,seawater,1,SRR6457447,54173.0,54173.0,True,0.0,10000,True
SRS2822248,train,MGYS00002437,seawater,1,SRR6457445,69841.0,69841.0,True,0.0,10000,True
SRS2822249,train,MGYS00002437,seawater,1,SRR6457449,82034.0,82034.0,True,0.0,10000,True
SRS2822250,train,MGYS00002437,seawater,1,SRR6457444,101157.0,101157.0,True,0.0,10000,True
SRS2822251,train,MGYS00002437,seawater,1,SRR6457443,61331.0,61331.0,True,0.0,10000,True
SRS2822254,train,MGYS00002437,seawater,1,SRR6457440,89977.0,89977.0,True,0.0,10000,True
SRS2822257,train,MGYS00002437,seawater,1,SRR6457437,77889.0,77889.0,True,0.0,10000,True
SRS2822258,train,MGYS00002437,seawater,1,SRR6457436,98391.0,98391.0,True,0.0,10000,True
SRS2822259,train,MGYS00002437,seawater,1,SRR6457435,108897.0,108897.0,True,0.0,10000,True
SRS2822261,train,MGYS00002437,seawater,1,SRR6457433,131954.0,131954.0,True,0.0,10000,True
SRS2822263,train,MGYS00002437,seawater,1,SRR6457432,152938.0,152938.0,True,0.0,10000,True
SRS2822265,train,MGYS00002437,seawater,1,SRR6457430,111665.0,111665.0,True,0.0,10000,True
SRS2822266,train,MGYS00002437,seawater,1,SRR6457429,103790.0,103790.0,True,0.0,10000,True
SRS2822267,train,MGYS00002437,seawater,1,SRR6457428,79689.0,79689.0,True,0.0,10000,True
SRS2822270,train,MGYS00002437,seawater,1,SRR6457424,127140.0,127140.0,True,0.0,10000,True
SRS2822271,train,MGYS00002437,seawater,1,SRR6457425,106697.0,106697.0,True,0.0,10000,True
SRS2822272,train,MGYS00002437,seawater,1,SRR6457423,178788.0,178788.0,True,0.0,10000,True
SRS2822273,train,MGYS00002437,seawater,1,SRR6457422,104985.0,104985.0,True,0.0,10000,True
SRS2822274,train,MGYS00002437,seawater,1,SRR6457420,99280.0,99280.0,True,0.0,10000,True
SRS2822278,train,MGYS00002437,seawater,1,SRR6457416,94049.0,94049.0,True,0.0,10000,True
SRS2822281,train,MGYS00002437,seawater,1,SRR6457414,57936.0,57936.0,True,0.0,10000,True
SRS2822282,train,MGYS00002437,seawater,1,SRR6457413,68848.0,68848.0,True,0.0,10000,True
SRS2822313,train,MGYS00002437,seawater,1,SRR6457542,108690.0,108690.0,True,0.0,10000,True
SRS2822369,train,MGYS00002437,seawater,1,SRR6457513,91189.0,91189.0,True,0.0,10000,True
SRS2822440,train,MGYS00002437,seawater,1,SRR6457452,74849.0,74849.0,True,0.0,10000,True
SRS2822941,train,MGYS00002437,seawater,1,SRR6457279,73003.0,73003.0,True,0.0,10000,True
SRS2821813,valid,MGYS00002437,seawater,1,SRR6457409,94332.0,94332.0,True,0.0,10000,True
SRS2821818,valid,MGYS00002437,seawater,1,SRR6457405,126892.0,126892.0,True,0.0,10000,True
SRS2821822,valid,MGYS00002437,seawater,1,SRR6457401,105317.0,105317.0,True,0.0,10000,True
SRS2821828,valid,MGYS00002437,seawater,1,SRR6457397,90330.0,90330.0,True,0.0,10000,True
SRS2821829,valid,MGYS00002437,seawater,1,SRR6457395,62844.0,62844.0,True,0.0,10000,True
SRS2821830,valid,MGYS00002437,seawater,1,SRR6457394,46595.0,46595.0,True,0.0,10000,True
SRS2821831,valid,MGYS00002437,seawater,1,SRR6457393,88227.0,88227.0,True,0.0,10000,True
SRS2821832,valid,MGYS00002437,seawater,1,SRR6457392,73170.0,73170.0,True,0.0,10000,True
SRS2821837,valid,MGYS00002437,seawater,1,SRR6457387,78245.0,78245.0,True,0.0,10000,True
SRS2821838,valid,MGYS00002437,seawater,1,SRR6457386,95860.0,95860.0,True,0.0,10000,True
SRS2821842,valid,MGYS00002437,seawater,1,SRR6457382,135050.0,135050.0,True,0.0,10000,True
SRS2821846,valid,MGYS00002437,seawater,1,SRR6457378,109003.0,109003.0,True,0.0,10000,True
SRS2821857,valid,MGYS00002437,seawater,1,SRR6457368,89564.0,89564.0,True,0.0,10000,True
SRS2821861,valid,MGYS00002437,seawater,1,SRR6457363,86165.0,86165.0,True,0.0,10000,True
SRS2821872,valid,MGYS00002437,seawater,1,SRR6457352,80598.0,80598.0,True,0.0,10000,True
SRS2821878,valid,MGYS00002437,seawater,1,SRR6457346,61324.0,61324.0,True,0.0,10000,True
SRS2821885,valid,MGYS00002437,seawater,1,SRR6457338,83243.0,83243.0,True,0.0,10000,True
SRS2821887,valid,MGYS00002437,seawater,1,SRR6457336,81207.0,81207.0,True,0.0,10000,True
SRS2821888,valid,MGYS00002437,seawater,1,SRR6457335,19418.0,19418.0,True,0.0,10000,True
SRS2821891,valid,MGYS00002437,seawater,1,SRR6457332,106523.0,106523.0,True,0.0,10000,True
SRS2821897,valid,MGYS00002437,seawater,1,SRR6457326,127984.0,127984.0,True,0.0,10000,True
SRS2821899,valid,MGYS00002437,seawater,1,SRR6457324,94047.0,94047.0,True,0.0,10000,True
SRS2821909,valid,MGYS00002437,seawater,1,SRR6457312,111058.0,111058.0,True,0.0,10000,True
SRS2821939,valid,MGYS00002437,seawater,1,SRR6457281,82477.0,82477.0,True,0.0,10000,True
SRS2821941,valid,MGYS00002437,seawater,1,SRR6457321,79165.0,79165.0,True,0.0,10000,True
SRS2821947,valid,MGYS00002437,seawater,1,SRR6457273,85916.0,85916.0,True,0.0,10000,True
SRS2821952,valid,MGYS00002437,seawater,1,SRR6457269,88243.0,88243.0,True,0.0,10000,True
SRS2821955,valid,MGYS00002437,seawater,1,SRR6457266,80683.0,80683.0,True,0.0,10000,True
SRS2821963,valid,MGYS00002437,seawater,1,SRR6457258,11534.0,11534.0,True,0.0,10000,True
SRS2821983,valid,MGYS00002437,seawater,1,SRR6457290,66768.0,66768.0,True,0.0,10000,True
SRS2821988,valid,MGYS00002437,seawater,1,SRR6457233,99609.0,99609.0,True,0.0,10000,True
SRS2821990,valid,MGYS00002437,seawater,1,SRR6457230,95431.0,95431.0,True,0.0,10000,True
SRS2821995,valid,MGYS00002437,seawater,1,SRR6457225,151926.0,151926.0,True,0.0,10000,True
SRS2821996,valid,MGYS00002437,seawater,1,SRR6457223,80569.0,80569.0,True,0.0,10000,True
SRS2822008,valid,MGYS00002437,seawater,1,SRR6457209,75945.0,75945.0,True,0.0,10000,True
SRS2822010,valid,MGYS00002437,seawater,1,SRR6457207,42951.0,42951.0,True,0.0,10000,True
SRS2822014,valid,MGYS00002437,seawater,1,SRR6457249,105386.0,105386.0,True,0.0,10000,True
SRS2822052,valid,MGYS00002437,seawater,1,SRR6457167,58619.0,58619.0,True,0.0,10000,True
SRS2822059,valid,MGYS00002437,seawater,1,SRR6457159,159690.0,159690.0,True,0.0,10000,True
SRS2822062,valid,MGYS00002437,seawater,1,SRR6457160,117276.0,117276.0,True,0.0,10000,True
SRS2822076,valid,MGYS00002437,seawater,1,SRR6457144,116876.0,116876.0,True,0.0,10000,True
SRS2822087,valid,MGYS00002437,seawater,1,SRR6457134,236711.0,236711.0,True,0.0,10000,True
SRS2822095,valid,MGYS00002437,seawater,1,SRR6457125,64482.0,64482.0,True,0.0,10000,True
SRS2822102,valid,MGYS00002437,seawater,1,SRR6457117,44572.0,44572.0,True,0.0,10000,True
SRS2822117,valid,MGYS00002437,seawater,1,SRR6457104,100157.0,100157.0,True,0.0,10000,True
SRS2822119,valid,MGYS00002437,seawater,1,SRR6457102,107707.0,107707.0,True,0.0,10000,True
SRS2822126,valid,MGYS00002437,seawater,1,SRR6457095,57099.0,57099.0,True,0.0,10000,True
SRS2822131,valid,MGYS00002437,seawater,1,SRR6457089,119558.0,119558.0,True,0.0,10000,True
SRS2822144,valid,MGYS00002437,seawater,1,SRR6457550,70043.0,70043.0,True,0.0,10000,True
SRS2822147,valid,MGYS00002437,seawater,1,SRR6457549,90427.0,90427.0,True,0.0,10000,True
SRS2822164,valid,MGYS00002437,seawater,1,SRR6457530,45604.0,45604.0,True,0.0,10000,True
SRS2822171,valid,MGYS00002437,seawater,1,SRR6457524,144121.0,144121.0,True,0.0,10000,True
SRS2822182,valid,MGYS00002437,seawater,1,SRR6457516,73335.0,73335.0,True,0.0,10000,True
SRS2822188,valid,MGYS00002437,seawater,1,SRR6457507,109070.0,109070.0,True,0.0,10000,True
SRS2822211,valid,MGYS00002437,seawater,1,SRR6457484,113730.0,113730.0,True,0.0,10000,True
SRS2822212,valid,MGYS00002437,seawater,1,SRR6457483,91412.0,91412.0,True,0.0,10000,True
SRS2822222,valid,MGYS00002437,seawater,1,SRR6457473,89234.0,89234.0,True,0.0,10000,True
SRS2822224,valid,MGYS00002437,seawater,1,SRR6457471,94550.0,94550.0,True,0.0,10000,True
SRS2822225,valid,MGYS00002437,seawater,1,SRR6457470,117425.0,117425.0,True,0.0,10000,True
SRS2822231,valid,MGYS00002437,seawater,1,SRR6457465,77150.0,77150.0,True,0.0,10000,True
SRS2822232,valid,MGYS00002437,seawater,1,SRR6457462,52866.0,52866.0,True,0.0,10000,True
SRS2822233,valid,MGYS00002437,seawater,1,SRR6457463,67563.0,67563.0,True,0.0,10000,True
SRS2822244,valid,MGYS00002437,seawater,1,SRR6457450,68117.0,68117.0,True,0.0,10000,True
SRS2822247,valid,MGYS00002437,seawater,1,SRR6457446,64026.0,64026.0,True,0.0,10000,True
SRS2822252,valid,MGYS00002437,seawater,1,SRR6457442,98080.0,98080.0,True,0.0,10000,True
SRS2822255,valid,MGYS00002437,seawater,1,SRR6457439,78111.0,78111.0,True,0.0,10000,True
SRS2822260,valid,MGYS00002437,seawater,1,SRR6457434,71819.0,71819.0,True,0.0,10000,True
SRS2822264,valid,MGYS00002437,seawater,1,SRR6457431,96099.0,96099.0,True,0.0,10000,True
SRS2822276,valid,MGYS00002437,seawater,1,SRR6457419,121549.0,121549.0,True,0.0,10000,True
SRS2822277,valid,MGYS00002437,seawater,1,SRR6457418,128855.0,128855.0,True,0.0,10000,True
SRS2822283,valid,MGYS00002437,seawater,1,SRR6457412,72540.0,72540.0,True,0.0,10000,True
SRS2821816,test,MGYS00002437,seawater,1,SRR6457408,127826.0,127826.0,True,0.0,10000,True
SRS2821824,test,MGYS00002437,seawater,1,SRR6457400,116648.0,116648.0,True,0.0,10000,True
SRS2821835,test,MGYS00002437,seawater,1,SRR6457389,59856.0,59856.0,True,0.0,10000,True
SRS2821843,test,MGYS00002437,seawater,1,SRR6457381,81848.0,81848.0,True,0.0,10000,True
SRS2821844,test,MGYS00002437,seawater,1,SRR6457380,45858.0,45858.0,True,0.0,10000,True
SRS2821854,test,MGYS00002437,seawater,1,SRR6457371,11843.0,11843.0,True,0.0,10000,True
SRS2821860,test,MGYS00002437,seawater,1,SRR6457364,96265.0,96265.0,True,0.0,10000,True
SRS2821870,test,MGYS00002437,seawater,1,SRR6457354,74327.0,74327.0,True,0.0,10000,True
SRS2821871,test,MGYS00002437,seawater,1,SRR6457353,84634.0,84634.0,True,0.0,10000,True
SRS2821875,test,MGYS00002437,seawater,1,SRR6457349,64953.0,64953.0,True,0.0,10000,True
SRS2821881,test,MGYS00002437,seawater,1,SRR6457343,59002.0,59002.0,True,0.0,10000,True
SRS2821890,test,MGYS00002437,seawater,1,SRR6457333,72528.0,72528.0,True,0.0,10000,True
SRS2821892,test,MGYS00002437,seawater,1,SRR6457331,74807.0,74807.0,True,0.0,10000,True
SRS2821893,test,MGYS00002437,seawater,1,SRR6457330,64943.0,64943.0,True,0.0,10000,True
SRS2821894,test,MGYS00002437,seawater,1,SRR6457329,95128.0,95128.0,True,0.0,10000,True
SRS2821901,test,MGYS00002437,seawater,1,SRR6457322,97574.0,97574.0,True,0.0,10000,True
SRS2821905,test,MGYS00002437,seawater,1,SRR6457317,135545.0,135545.0,True,0.0,10000,True
SRS2821908,test,MGYS00002437,seawater,1,SRR6457313,164601.0,164601.0,True,0.0,10000,True
SRS2821916,test,MGYS00002437,seawater,1,SRR6457305,138931.0,138931.0,True,0.0,10000,True
SRS2821919,test,MGYS00002437,seawater,1,SRR6457302,57760.0,57760.0,True,0.0,10000,True
SRS2821925,test,MGYS00002437,seawater,1,SRR6457295,78452.0,78452.0,True,0.0,10000,True
SRS2821928,test,MGYS00002437,seawater,1,SRR6457293,62367.0,62367.0,True,0.0,10000,True
SRS2821931,test,MGYS00002437,seawater,1,SRR6457291,58131.0,58131.0,True,0.0,10000,True
SRS2821932,test,MGYS00002437,seawater,1,SRR6457289,99947.0,99947.0,True,0.0,10000,True
SRS2821946,test,MGYS00002437,seawater,1,SRR6457274,48287.0,48287.0,True,0.0,10000,True
SRS2821968,test,MGYS00002437,seawater,1,SRR6457253,35287.0,35287.0,True,0.0,10000,True
SRS2821969,test,MGYS00002437,seawater,1,SRR6457252,84190.0,84190.0,True,0.0,10000,True
SRS2821970,test,MGYS00002437,seawater,1,SRR6457251,103837.0,103837.0,True,0.0,10000,True
SRS2821972,test,MGYS00002437,seawater,1,SRR6457248,107107.0,107107.0,True,0.0,10000,True
SRS2821987,test,MGYS00002437,seawater,1,SRR6457234,129206.0,129206.0,True,0.0,10000,True
SRS2821991,test,MGYS00002437,seawater,1,SRR6457229,104089.0,104089.0,True,0.0,10000,True
SRS2822000,test,MGYS00002437,seawater,1,SRR6457219,52198.0,52198.0,True,0.0,10000,True
SRS2822019,test,MGYS00002437,seawater,1,SRR6457199,105067.0,105067.0,True,0.0,10000,True
SRS2822023,test,MGYS00002437,seawater,1,SRR6457196,137863.0,137863.0,True,0.0,10000,True
SRS2822025,test,MGYS00002437,seawater,1,SRR6457193,82546.0,82546.0,True,0.0,10000,True
SRS2822026,test,MGYS00002437,seawater,1,SRR6457192,104413.0,104413.0,True,0.0,10000,True
SRS2822053,test,MGYS00002437,seawater,1,SRR6457166,76854.0,76854.0,True,0.0,10000,True
SRS2822060,test,MGYS00002437,seawater,1,SRR6457158,99189.0,99189.0,True,0.0,10000,True
SRS2822063,test,MGYS00002437,seawater,1,SRR6457157,136910.0,136910.0,True,0.0,10000,True
SRS2822068,test,MGYS00002437,seawater,1,SRR6457152,123886.0,123886.0,True,0.0,10000,True
SRS2822077,test,MGYS00002437,seawater,1,SRR6457143,93518.0,93518.0,True,0.0,10000,True
SRS2822080,test,MGYS00002437,seawater,1,SRR6457140,72878.0,72878.0,True,0.0,10000,True
SRS2822089,test,MGYS00002437,seawater,1,SRR6457131,106106.0,106106.0,True,0.0,10000,True
SRS2822111,test,MGYS00002437,seawater,1,SRR6457109,74876.0,74876.0,True,0.0,10000,True
SRS2822116,test,MGYS00002437,seawater,1,SRR6457212,94773.0,94773.0,True,0.0,10000,True
SRS2822120,test,MGYS00002437,seawater,1,SRR6457101,90839.0,90839.0,True,0.0,10000,True
SRS2822122,test,MGYS00002437,seawater,1,SRR6457099,78852.0,78852.0,True,0.0,10000,True
SRS2822125,test,MGYS00002437,seawater,1,SRR6457096,87533.0,87533.0,True,0.0,10000,True
SRS2822129,test,MGYS00002437,seawater,1,SRR6457092,51095.0,51095.0,True,0.0,10000,True
SRS2822133,test,MGYS00002437,seawater,1,SRR6457087,54109.0,54109.0,True,0.0,10000,True
SRS2822136,test,MGYS00002437,seawater,1,SRR6457084,98937.0,98937.0,True,0.0,10000,True
SRS2822149,test,MGYS00002437,seawater,1,SRR6457546,91843.0,91843.0,True,0.0,10000,True
SRS2822153,test,MGYS00002437,seawater,1,SRR6457544,97615.0,97615.0,True,0.0,10000,True
SRS2822168,test,MGYS00002437,seawater,1,SRR6457527,83151.0,83151.0,True,0.0,10000,True
SRS2822180,test,MGYS00002437,seawater,1,SRR6457515,110278.0,110278.0,True,0.0,10000,True
SRS2822183,test,MGYS00002437,seawater,1,SRR6457512,87035.0,87035.0,True,0.0,10000,True
SRS2822185,test,MGYS00002437,seawater,1,SRR6457510,132604.0,132604.0,True,0.0,10000,True
SRS2822218,test,MGYS00002437,seawater,1,SRR6457477,89659.0,89659.0,True,0.0,10000,True
SRS2822220,test,MGYS00002437,seawater,1,SRR6457475,63338.0,63338.0,True,0.0,10000,True
SRS2822230,test,MGYS00002437,seawater,1,SRR6457464,53129.0,53129.0,True,0.0,10000,True
SRS2822236,test,MGYS00002437,seawater,1,SRR6457459,78922.0,78922.0,True,0.0,10000,True
SRS2822240,test,MGYS00002437,seawater,1,SRR6457455,74274.0,74274.0,True,0.0,10000,True
SRS2822243,test,MGYS00002437,seawater,1,SRR6457451,58482.0,58482.0,True,0.0,10000,True
SRS2822253,test,MGYS00002437,seawater,1,SRR6457441,107865.0,107865.0,True,0.0,10000,True
SRS2822256,test,MGYS00002437,seawater,1,SRR6457438,75712.0,75712.0,True,0.0,10000,True
SRS2822262,test,MGYS00002437,seawater,1,SRR6457122,63163.0,63163.0,True,0.0,10000,True
SRS2822268,test,MGYS00002437,seawater,1,SRR6457427,108271.0,108271.0,True,0.0,10000,True
SRS2822269,test,MGYS00002437,seawater,1,SRR6457426,116251.0,116251.0,True,0.0,10000,True
SRS2822275,test,MGYS00002437,seawater,1,SRR6457421,87406.0,87406.0,True,0.0,10000,True
SRS2822279,test,MGYS00002437,seawater,1,SRR6457417,107256.0,107256.0,True,0.0,10000,True
SRS2822280,test,MGYS00002437,seawater,1,SRR6457415,74410.0,74410.0,True,0.0,10000,True
SRS2822298,test,MGYS00002437,seawater,1,SRR6457090,60581.0,60581.0,True,0.0,10000,True
